"ID","strength"
"1",722,0.143835616438356
"2",723,0.623287671232877
"3",724,0.594977168949772
"4",725,0.464155251141553
"5",726,0.737442922374429
"6",727,0.310958904109589
"7",728,0.633561643835616
"8",729,0.64041095890411
"9",730,0.211643835616438
"10",731,0.0470319634703196
"11",732,0.646118721461187
"12",733,0.67351598173516
"13",734,0.684474885844749
"14",735,0.291552511415525
"15",736,0.129680365296804
"16",737,0.287671232876712
"17",738,0.14634703196347
"18",739,0.335844748858447
"19",740,0.657305936073059
"20",741,0.338356164383562
"21",742,0.182648401826484
"22",743,0.305936073059361
"23",744,0.737442922374429
"24",745,0.420776255707763
"25",746,0.309360730593607
"26",747,0.594977168949772
"27",748,0.309360730593607
"28",749,0.445662100456621
"29",750,0.343150684931507
"30",751,0.594977168949772
"31",752,0.271232876712329
"32",753,0.541552511415525
"33",754,0.945205479452055
"34",755,0.310730593607306
"35",756,0.248173515981735
"36",757,0.287671232876712
"37",758,0.192237442922374
"38",759,0.415525114155251
"39",760,0.769406392694064
"40",761,0.349315068493151
"41",762,0.301369863013699
"42",763,0.201598173515982
"43",764,0.0143835616438356
"44",765,0.16324200913242
"45",766,0.769406392694064
"46",767,0.445662100456621
"47",768,0.794748858447489
"48",769,0.98013698630137
"49",770,0.182648401826484
"50",771,0.223744292237443
"51",772,0.527397260273973
"52",773,0.657305936073059
"53",774,0.399771689497717
"54",775,0.579908675799087
"55",776,0.399543378995434
"56",777,0.274885844748858
"57",778,0.16324200913242
"58",779,0.623287671232877
"59",780,0.231735159817352
"60",781,0.664383561643836
"61",782,0.785388127853881
"62",783,0.420776255707763
"63",784,0.837899543378995
"64",785,0.461187214611872
"65",786,0.737442922374429
"66",787,0.634703196347032
"67",788,0.265296803652968
"68",789,0.265296803652968
"69",790,0
"70",791,0.211643835616438
"71",792,0.251369863013699
"72",793,0.257762557077626
"73",794,0.4
"74",795,0.650684931506849
"75",796,0.785388127853881
"76",797,0.211643835616438
"77",798,0.420776255707763
"78",799,0.16324200913242
"79",800,0.657305936073059
"80",801,0.399771689497717
"81",802,0.330593607305936
"82",803,0.0143835616438356
"83",804,0.625570776255708
"84",805,0.464155251141553
"85",806,0.737442922374429
"86",807,0.251141552511416
"87",808,0.468036529680365
"88",809,0.426940639269406
"89",810,0.341095890410959
"90",811,0.343150684931507
"91",812,0.743150684931507
"92",813,0.494977168949772
"93",814,0.274885844748858
"94",815,0.231735159817352
"95",816,0.255022831050228
"96",817,0.223744292237443
"97",818,0.888127853881279
"98",819,0.201598173515982
"99",820,0.200913242009132
"100",821,0.300913242009132
"101",822,0.785388127853881
"102",823,0.149315068493151
"103",824,0.0319634703196347
"104",825,0.0858447488584475
"105",826,0.211643835616438
"106",827,0.785388127853881
"107",828,0.621004566210046
"108",829,0.305936073059361
"109",830,0.743150684931507
"110",831,0.257762557077626
"111",832,0.0897260273972603
"112",833,0.494977168949772
"113",834,0.200913242009132
"114",835,0.541095890410959
"115",836,0.29634703196347
"116",837,0.851598173515982
"117",838,0.252283105022831
"118",839,0.228310502283105
"119",840,0.680365296803653
"120",841,0.0143835616438356
"121",842,0.211643835616438
"122",843,0.429680365296804
"123",844,0.202511415525114
"124",845,0.737442922374429
"125",846,0.888127853881279
"126",847,0.202511415525114
"127",848,0.201598173515982
"128",849,0.442237442922374
"129",850,0.394977168949772
"130",851,0.0858447488584475
"131",852,0.0897260273972603
"132",853,0.920091324200913
"133",854,0.228310502283105
"134",855,0.43013698630137
"135",856,0.310958904109589
"136",857,0.634703196347032
"137",858,0.160730593607306
"138",859,0.526255707762557
"139",860,0.254566210045662
"140",861,0.634703196347032
"141",862,0.350456621004566
"142",863,0.529680365296804
"143",864,0.314155251141553
"144",865,0.223744292237443
"145",866,0.181278538812785
"146",867,0.341095890410959
"147",868,0.337899543378995
"148",869,0.254566210045662
"149",870,0.769406392694064
"150",871,0.623287671232877
"151",872,0.785388127853881
"152",873,0.395205479452055
"153",874,0.0858447488584475
"154",875,0.211643835616438
"155",876,0.594977168949772
"156",877,0.399771689497717
"157",878,0.223744292237443
"158",879,0.785388127853881
"159",880,0.330593607305936
"160",881,0.785388127853881
"161",882,0.0858447488584475
"162",883,0.251369863013699
"163",884,0.231735159817352
"164",885,0.292237442922374
"165",886,0.143835616438356
"166",887,0.17351598173516
"167",888,0.192237442922374
"168",889,0.547945205479452
"169",890,0.310730593607306
"170",891,0.300913242009132
"171",892,0.162100456621005
"172",893,0.291552511415525
"173",894,0.637899543378995
"174",895,0.211643835616438
"175",896,0.506164383561644
"176",897,0.265296803652968
"177",898,0.149315068493151
"178",899,0.737442922374429
"179",900,0.208904109589041
"180",901,0.851598173515982
"181",902,0.541095890410959
"182",903,0.162100456621005
"183",904,0.0319634703196347
"184",905,0.654337899543379
"185",906,0.255251141552511
"186",907,0.442237442922374
"187",908,0.737442922374429
"188",909,0.623287671232877
"189",910,0.399543378995434
"190",911,0.634703196347032
"191",912,0.424657534246575
"192",913,0.399543378995434
"193",914,0.461187214611872
"194",915,0.251369863013699
"195",916,0.374429223744292
"196",917,0.43013698630137
"197",918,0.341095890410959
"198",919,0.785388127853881
"199",920,0.737442922374429
"200",921,0.594977168949772
"201",922,0.785388127853881
"202",923,0.129680365296804
"203",924,0.341095890410959
"204",925,0.594977168949772
"205",926,0.254566210045662
"206",927,0.0143835616438356
"207",928,0.0319634703196347
"208",929,0.252511415525114
"209",930,0.4
"210",931,0.43013698630137
"211",932,0.737442922374429
"212",933,0.650684931506849
"213",934,0.541552511415525
"214",935,0.341095890410959
"215",936,0.182648401826484
"216",937,0.152739726027397
"217",938,0.143835616438356
"218",939,0.150684931506849
"219",940,0.255022831050228
"220",941,0.594977168949772
"221",942,0.251141552511416
"222",943,0.972602739726027
"223",944,0.851598173515982
"224",945,0.0858447488584475
"225",946,0.623287671232877
"226",947,0.341095890410959
"227",948,0.737442922374429
"228",949,0.737442922374429
"229",950,0.200913242009132
"230",951,0.147945205479452
"231",952,0.594977168949772
"232",953,0.762557077625571
"233",954,0.594977168949772
"234",955,0.220547945205479
"235",956,0.0470319634703196
"236",957,0.0707762557077626
"237",958,0.468036529680365
"238",959,0.341095890410959
"239",960,0.255022831050228
"240",961,0.337899543378995
"241",962,0.735159817351598
"242",963,0.265296803652968
"243",964,0.223744292237443
"244",965,0.0858447488584475
"245",966,0.594977168949772
"246",967,0.149315068493151
"247",968,0.255251141552511
"248",969,0.255022831050228
"249",970,0.202511415525114
"250",971,0.160730593607306
"251",972,0.182648401826484
"252",973,0.634703196347032
"253",974,0.309360730593607
"254",975,0.509132420091324
"255",976,0.5662100456621
"256",977,0.34703196347032
"257",978,0.162100456621005
"258",979,0.255022831050228
"259",980,0.426940639269406
"260",981,0.837899543378995
"261",982,0.577625570776256
"262",983,0.310730593607306
"263",984,0.623287671232877
"264",985,0.201598173515982
"265",986,0.58675799086758
"266",987,0.148401826484018
"267",988,0.220547945205479
"268",989,0.541095890410959
"269",990,0.684474885844749
"270",991,0.527397260273973
"271",992,0.155936073059361
"272",993,0.149315068493151
"273",994,0.737442922374429
"274",995,0.415525114155251
"275",996,0.735159817351598
"276",997,0.305936073059361
"277",998,0.252511415525114
"278",999,0.0470319634703196
"279",1000,0.251141552511416
"280",1001,0.116438356164384
"281",1002,0.17351598173516
"282",1003,0.26689497716895
"283",1004,0.395205479452055
"284",1005,0.851598173515982
"285",1006,0.442465753424658
"286",1007,0.202511415525114
"287",1008,0.538584474885845
"288",1009,0.735159817351598
"289",1010,0.908675799086758
"290",1011,0.735159817351598
"291",1012,0.205479452054795
"292",1013,0.538584474885845
"293",1014,0.160730593607306
"294",1015,0.654337899543379
"295",1016,0.254566210045662
"296",1017,0.785388127853881
"297",1018,0.34703196347032
"298",1019,0.251141552511416
"299",1020,0.442237442922374
"300",1021,0.342009132420091
"301",1022,0.29634703196347
"302",1023,0.594977168949772
"303",1024,0.735159817351598
"304",1025,0.116438356164384
"305",1026,0.149315068493151
"306",1027,0.506164383561644
"307",1028,0.255022831050228
"308",1029,0.17351598173516
"309",1030,0.395205479452055
