ID,strength
722,0.07412362629893
723,0.128367801204617
724,0.271480328593352
725,0.477663425780926
726,0.537693060652046
727,0.07412362629893
728,0.128367801204617
729,0.271480328593352
730,0.477663425780926
731,0.537693060652046
732,0.07412362629893
733,0.128367801204617
734,0.271480328593352
735,0.477663425780926
736,0.537693060652046
737,0.128367801204617
738,0.271480328593352
739,0.128367801204617
740,0.271480328593352
741,0.128367801204617
742,0.271480328593352
743,0.477663425780926
744,0.271480328593352
745,0.128367801204617
746,0.271480328593352
747,0
748,0.07412362629893
749,0.128367801204617
750,0.18884170175989
751,0.271480328593352
752,0.128367801204617
753,0.18884170175989
754,0.271480328593352
755,0.477663425780926
756,0.611687453881077
757,0.638321129024606
758,0.128367801204617
759,0.18884170175989
760,0.271480328593352
761,0.383587842917469
762,0.477663425780926
763,0.611687453881077
764,0
765,0.07412362629893
766,0.128367801204617
767,0.18884170175989
768,0.271480328593352
769,0.611687453881077
770,0.598015780585436
771,0.07412362629893
772,0.07412362629893
773,0.128367801204617
774,0.271480328593352
775,0.128367801204617
776,0.271480328593352
777,0.128367801204617
778,0.271480328593352
779,0.128367801204617
780,0.271480328593352
781,0.271480328593352
782,0.128367801204617
783,0.271480328593352
784,0.477663425780926
785,0.07412362629893
786,0.128367801204617
787,0.271480328593352
788,0.477663425780926
789,0.128367801204617
790,0.271480328593352
791,0.477663425780926
792,0.611687453881077
793,0.598015780585436
794,0.18884170175989
795,0.611687453881077
796,0.611687453881077
797,0.477663425780926
798,0.611687453881077
799,0.638321129024606
800,0.07412362629893
801,0.128367801204617
802,0.271480328593352
803,0.271480328593352
804,0.07412362629893
805,0.271480328593352
806,0.477663425780926
807,0.128367801204617
808,0.271480328593352
809,0.128367801204617
810,0.271480328593352
811,0.128367801204617
812,0.271480328593352
813,0.477663425780926
814,0.611687453881077
815,0.598015780585436
816,0.07412362629893
817,0.128367801204617
818,0.18884170175989
819,0.271480328593352
820,0.477663425780926
821,0.638321129024606
822,0.18884170175989
823,0.271480328593352
824,0.611687453881077
825,0.271480328593352
826,0.271480328593352
827,0.07412362629893
828,0.128367801204617
829,0.271480328593352
830,0.477883002294364
831,0.376707041615493
832,0.337641212278097
833,0.325796821672565
834,0.356830463230206
835,0.664010124983526
836,0.343174441688309
837,0.470559098353503
838,0.56102520055838
839,0.360301897244097
840,0.321742790265469
841,0.536123863332332
842,0.529762239901106
843,0.339774659843809
844,0.324857344140518
845,0.464645867568549
846,0.468507930153127
847,0.55250917491235
848,0.486332234551131
849,0.44218059786706
850,0.359287325915369
851,0.343539299582027
852,0.348877001136743
853,0.464645867568549
854,0.484356636851732
855,0.494781466807897
856,0.541855760809882
857,0.610424377317861
858,0.2984704109988
859,0.521840723528123
860,0.361422075673577
861,0.541213162077312
862,0.56371948871409
863,0.3089307902314
864,0.469477924863555
865,0.533027704774469
866,0.432123098251296
867,0.352318516604098
868,0.364323422353584
869,0.481504101832978
870,0.551391759567273
871,0.317800636408832
872,0.347542575748064
873,0.463398604139907
874,0.404528021254839
875,0.511598707371701
876,0.33545308710887
877,0.302143089562945
878,0.530358853997111
879,0.293083637458292
880,0.511598707371701
881,0.328380418351254
882,0.329518420146412
883,0.311931450411995
884,0.339661975573522
885,0.523400616469881
886,0.329518420146412
887,0.345511696938354
888,0.570391615657486
889,0.329518420146412
890,0.415427434755744
891,0.346208150359385
892,0.350339829656506
893,0.49966707005749
894,0.321511979263779
895,0.318138402194832
896,0.472507629020077
897,0.539940837391067
898,0.46521991204054
899,0.434550466477098
900,0.328860620306556
901,0.338380897981555
902,0.31927640398999
903,0.532082739684546
904,0.33545308710887
905,0.33545308710887
906,0.31346704323944
907,0.480141577137547
908,0.512736709166859
909,0.511598707371701
910,0.302143089562945
911,0.31618946323501
912,0.343160892767637
913,0.457768389600264
914,0.555812303234063
915,0.511598707371701
916,0.33545308710887
917,0.455776021391116
918,0.297654369881987
919,0.320414405785148
920,0.511598707371701
921,0.314739367925685
922,0.33545308710887
923,0.422267713609704
924,0.347819809768057
925,0.304988636374763
926,0.342036439893151
927,0.347819809768057
928,0.337867153467946
929,0.32496641296578
930,0.304003097910604
931,0.332157011321317
932,0.312872944088037
933,0.326834495292548
934,0.340673036967347
935,0.352294482654403
936,0.328963501704056
937,0.404429467408423
938,0.511940107910248
939,0.335564765456728
940,0.304049141729475
941,0.524406827907761
