ID,strength
0.228310502283105,0.381120021281526
0.684474885844749,0.0640091501071413
0.182648401826484,0.2469718198499
0.309360730593607,0.747933417701054
0.680365296803653,0.0692710388635775
0.160730593607306,0.219401219298948
0.650684931506849,0.090959444720358
0.338356164383562,0.317219956454598
0.305936073059361,0.0256417252561441
0.181278538812785,0.38610820920316
0.541095890410959,0.116998418239083
0.509132420091324,0.0626320310017145
0.163926940639269,0.672986881021013
0.29634703196347,0.21730594317275
0.252511415525114,0.0402765166783369
0.737442922374429,0.077545155642205
0.211643835616438,0.0418679188407596
0.526255707762557,0.542424134694479
0.785388127853881,0.264426441755831
0.181278538812785,0.466173135715735
0.0707762557077626,0.267167766302763
0.14634703196347,0.379296676100753
0.737442922374429,0.0372762814573033
0.143835616438356,0.0688682371030083
0.201598173515982,0.259211893085035
0.211643835616438,0.0528814660959712
0.389954337899543,0.265517452594633
0.337899543378995,0.0882206963056994
0.851598173515982,0.305905471601217
0.305936073059361,0.28382673568293
0.735159817351598,0.426546484713831
0.737442922374429,0.0372762814573033
0.621004566210046,0.212155454007458
0.650684931506849,0.10147303578215
0.399771689497717,0.0548625531214288
0.633561643835616,0.13953031746781
0.538584474885845,0.287210681626525
0.863013698630137,0.141703821672163
0.634703196347032,0.161828929691483
0.125570776255708,0.317551212184203
0.888127853881279,0.679364233832746
0.255251141552511,0.197488506716358
